Name,Age,Gender,City,Food_Preference,Sleep_Schedule,Cleanliness_Level,Smoking_Drinking,Personality_Description,Ideal_Roommate,Summary
User4232,25,Other,Lucknow,Non-Vegetarian,Early riser,Messy,Yes,"Loves cooking, listens to music while studying",Enjoys shared meals and group chats,"🏠 Housing Preferences:
- Looking for a shared apartment in Lucknow.
- Budget: Flexible, willing to split costs evenly.

📅 Availability:
- Ready to move in by next month.
- Looking for a long-term living arrangement.

👥 Compatibility Preferences:
- Open to roommates of any gender.
- Prefer roommates who are respectful of personal space and boundaries.
- Non-smoking roommates preferred.

📧 Contact:
- Email: user4232@gmail.com
- Phone: (123) 456-7890

Feel free to reach out if you think we'd be a good fit as roommates! 🏡👫🍳🎶"
User2025,27,Male,Ahmedabad,Vegetarian,Night owl,Moderately Clean,Yes,"Chatty and helpful, often invites friends over","Friendly, okay with music, respects privacy","🏡 Housing Preferences:
- Location: Ahmedabad
- Budget: Flexible
- Preferred Accommodation: Apartment or shared housing

📅 Move-in Date:
- Flexible, but looking to move in within the next month.

🤝🏽 Compatibility Preferences:
- Open to living with any gender
- Preferably someone around their age
- Non-judgmental and respectful of different lifestyles

📞 Contact:
- User2025 can be reached via email at user2025@example.com for further discussion."
User5298,28,Female,Ahmedabad,Eggetarian,Night owl,Messy,No,"Enjoys movies, keeps shared areas clean","Open-minded, talkative, doesn't mind visitors","They are currently studying for a Master's degree in Business Administration and are looking for a roommate who is also a student or young professional. They enjoy socializing and having friends over occasionally, so they are looking for someone who is open to having visitors in the apartment. Additionally, they value cleanliness in shared areas, so they are seeking a roommate who is willing to keep these spaces tidy."
User2871,23,Female,Kolkata,Eggetarian,Early riser,Messy,Occasionally,"Minimalist, avoids clutter, prefers peaceful environment","Studious, respects space, loves cricket","🏠 Preferred Living Arrangement:
User2871 is looking for a roommate who is respectful of their space and belongings. They prefer a peaceful and clutter-free environment, so a roommate who values cleanliness and organization would be ideal. Additionally, they are looking for someone who is studious and loves cricket, as these are interests that they share.

🚭🍺 Smoking and Drinking Habits:
User2871 smokes and drinks occasionally. They would prefer a roommate who either does not smoke or drink at all, or who does so in moderation and respectfully.

🌱🍳 Diet and Sleep Routine:
As an Eggetarian, User2871 follows a diet that includes eggs but no other meat. They are also an early riser, so a roommate who respects their sleep routine and is mindful of noise in the morning would be appreciated.

🧑‍🎓 Additional Information:
User2871 is a 23-year-old female student from Kolkata. They value a minimalist lifestyle and prefer a clean and peaceful living environment. If you are a studious individual who loves cricket and respects personal space, you may be the perfect roommate for User2871."
User2388,28,Male,Pune,Vegetarian,Early riser,Moderately Clean,Yes,"Focused student, prefers early mornings and chai","Non-smoker, introverted and cooperative","🏠 Preferred Accommodation:
- Location: Pune
- Type: Apartment/Flat
- Budget: Moderate

📅 Availability:
- Looking to move in by: Next month
- Duration: Long-term

🔍 Additional Preferences:
- Gender: Male
- Age: 25-35
- Occupation: Student or working professional
- Pets: No
- Shared responsibilities: Equal division of household chores

🤝 About Me:
I am a dedicated student looking for a peaceful living environment to focus on my studies. I value cleanliness and prefer a quiet and cooperative roommate. I enjoy early mornings and a good cup of chai to start my day. If you think we would be a good match, feel free to reach out."
User3316,26,Female,Lucknow,Eggetarian,Early riser,Messy,No,"Spiritual, practices yoga, needs silence in mornings","Clean and organized, no frequent guests","Their hobbies/interests include reading, meditation, and cooking.  
They are currently pursuing a degree in psychology and are passionate about mental health advocacy.  
In their free time, they enjoy taking nature walks and volunteering at local shelters.  
Overall, this student is looking for a quiet and respectful roommate who shares similar values and interests."
User8973,28,Other,Bangalore,Eggetarian,Early riser,Moderately Clean,No,"Focused student, prefers early mornings and chai","Clean and organized, no frequent guests","🏠 Housing Preferences:

User8973 is looking for a roommate who values cleanliness and organization. They prefer someone who does not have frequent guests to maintain a quiet living environment. 

📅 Availability:

User8973 is available to move in immediately and is open to discussing potential roommate arrangements. 

💬 Additional Information:

User8973 is a focused student who enjoys early mornings and chai. They follow an Eggetarian diet and have a moderately clean lifestyle. They do not smoke or drink."
User6154,25,Other,Delhi,Non-Vegetarian,Early riser,Moderately Clean,Yes,"Loves cooking, listens to music while studying","Open-minded, talkative, doesn't mind visitors","Their preferred study environment is: Quiet and well-lit.  
They are currently studying: Business Administration.  
In their free time, they enjoy: Cooking, listening to music, and watching movies.  
Their budget for rent is: Flexible.  
They have no pets."
User9281,28,Female,Lucknow,Eggetarian,Night owl,Moderately Clean,Occasionally,"Chatty and helpful, often invites friends over","Minimalist, prefers clean and peaceful room","🏡 Preferred Living Arrangement:

User9281 is looking for a roommate who is a minimalist and prefers a clean and peaceful living environment. They are open to sharing their space with someone who values cleanliness and tranquility. 

They are a night owl, so they may be awake late into the night. They also enjoy inviting friends over, so their potential roommate should be comfortable with occasional visitors. 

If you are someone who values a clean and peaceful living space and doesn't mind occasional late-night activities, User9281 could be the ideal roommate for you. Feel free to reach out if you think you would be a good match!"
User3740,19,Other,Delhi,Vegetarian,Night owl,Very Clean,No,"Loves cooking, listens to music while studying","Night owl, enjoys late-night discussions","🏠 Housing Preferences:
- Preferred accommodation type: Apartment
- Preferred room type: Private room
- Duration: Long-term
- Budget: Flexible

📍 Preferred Locations:
- Delhi/NCR area

📅 Move-in Date:
- Flexible, looking to move in within the next month

👥 Roommate Preferences:
- Age range: 18-25
- Gender: Any
- Cleanliness level: Moderate to Very Clean
- Lifestyle: Non-smoker, non-drinker
- Interests: Enjoy late-night discussions, possibly a music lover

💬 About Me:
Hi there! I'm User3740, a 19-year-old student from Delhi. I'm a vegetarian who loves cooking and listening to music while studying. I'm a night owl, so I'm looking for a roommate who shares similar habits and enjoys late-night discussions. I take pride in keeping my living space very clean and organized. I don't smoke or drink, and I'm looking for a roommate who also values a healthy lifestyle. If you think we'd be a good match, feel free to reach out to me!"
